PLAYER,TEAM,CLAUSE,EXPIRY,AGE,POS,Handed,,GP,G,A,P,+/-,TOI,W,L,SO,GAA,Sv%,,SALARY,CAP HIT ▾
1062. Zach Trotman,,,UFA,27,D,Right,,0,0,0,0,0,,-,-,-,-,-,,"$650,000","$650,000"
1063. Chris Casto,,,UFA,26,D,Right,,0,0,0,0,0,,-,-,-,-,-,,"$650,000","$650,000"
1064. Brian Lashoff,,,UFA,27,D,Left,,5,0,0,0,-3,12:30,-,-,-,-,-,,"$650,000","$650,000"
1065. Daniel Walcott,,,RFA,24,D,Left,,0,0,0,0,0,,-,-,-,-,-,,"$625,000","$650,000"
1066. Braden Christoffer,,,RFA,23,LW,Left,,0,0,0,0,0,,-,-,-,-,-,,"$625,000","$650,000"
1067. Casey Nelson,,,UFA,25,D,Right,,11,0,0,0,-3,12:36,-,-,-,-,-,,"$650,000","$650,000"
1068. Marek Langhamer,,,RFA,23,G,Left,,1,-,-,-,-,-,0,0,0,3.75,.875,,"$673,334","$648,333"
1069. Joseph Blandisi,,,RFA,23,C,Left,,27,3,6,9,-10,13:21,-,-,-,-,-,,"$715,000","$648,333"
1070. Philippe Myers,,,RFA,21,D,Right,,0,0,0,0,0,,-,-,-,-,-,,$0,"$648,333"
1071. Michael McNiven,,,RFA,20,G,Left,,0,-,-,-,-,-,0,0,0,0.00,.000,,$0,"$648,333"
1072. Zach Nastasiuk,,,RFA,23,RW,Right,,0,0,0,0,0,,-,-,-,-,-,,"$625,000","$647,500"
1073. Cole Ully,,,RFA,23,LW,Left,,0,0,0,0,0,,-,-,-,-,-,,"$645,000","$646,667"
1074. Gemel Smith,,,RFA,23,C,Left,,17,3,3,6,-1,13:35,-,-,-,-,-,,"$670,000","$645,000"
1075. Eric Comrie,,,RFA,22,G,Left,,1,-,-,-,-,-,1,0,0,4.07,.897,,"$575,000","$645,000"
1076. Anton Cederholm,,,RFA,23,D,Left,,0,0,0,0,0,,-,-,-,-,-,,"$645,000","$645,000"
1077. Dmitrii Sergeev,,,RFA,22,D,Right,,0,0,0,0,0,,-,-,-,-,-,,"$632,500","$644,167"
1078. Markus Eisenschmid,,,RFA,23,C,Right,,0,0,0,0,0,,-,-,-,-,-,,"$605,000","$642,500"
1079. Cody Donaghey,,,RFA,21,D,Left,,0,0,0,0,0,,-,-,-,-,-,,"$625,000","$641,667"
1080. Damir Sharipzyanov,,,RFA,22,D,Left,,0,0,0,0,0,,-,-,-,-,-,,"$600,000","$641,667"
1081. Nick Schneider,,,RFA,20,G,Right,,0,-,-,-,-,-,0,0,0,0.00,.000,,$0,"$641,667"
1082. Matt Luff,,,RFA,20,RW,Right,,0,0,0,0,0,,-,-,-,-,-,,$0,"$641,667"
1083. Bryan Rust,,,RFA,25,"RW, LW",Right,,57,15,13,28,4,13:38,-,-,-,-,-,,"$620,000","$640,000"
1084. Nic Dowd,,,UFA,27,C,Right,,70,6,16,22,-15,12:27,-,-,-,-,-,,"$630,000","$640,000"
1085. Andreas Martinsen,,,UFA,27,C,Left,,64,3,4,7,-14,09:38,-,-,-,-,-,,"$640,000","$640,000"
1086. Tyler Ganly,,,RFA,23,D,Right,,0,0,0,0,0,,-,-,-,-,-,,"$615,000","$640,000"
1087. Trevor Murphy,,,RFA,22,D,Left,,0,0,0,0,0,,-,-,-,-,-,,"$615,000","$640,000"
1088. Martin Frk,,,RFA,24,RW,Right,,2,0,0,0,-3,08:20,-,-,-,-,-,,"$650,000","$639,167"
1089. Chris Wagner,,,UFA,26,C,Right,,43,6,1,7,2,09:21,-,-,-,-,-,,"$625,000","$637,500"
1090. Colin McDonald,,,UFA,33,RW,Right,,3,1,0,1,1,09:01,-,-,-,-,-,,"$625,000","$637,500"
1091. Matt Lorito,,,UFA,27,"LW, RW",Left,,0,0,0,0,0,,-,-,-,-,-,,"$625,000","$637,500"
1092. Petteri Lindbohm,,,RFA,24,D,Left,,7,0,0,0,-4,12:59,-,-,-,-,-,,"$645,000","$636,667"
1093. Hunter Warner,,,RFA,22,D,Right,,0,0,0,0,0,,-,-,-,-,-,,"$610,000","$636,667"
1094. Vincent Dunn,,,RFA,22,C,Left,,0,0,0,0,0,,-,-,-,-,-,,"$630,000","$635,833"
1095. Nathan Walker,,,RFA,24,LW,Left,,0,0,0,0,0,,-,-,-,-,-,,"$645,000","$635,000"
1096. Joe Hicketts,,,RFA,21,D,Left,,0,0,0,0,0,,-,-,-,-,-,,"$605,000","$635,000"
1097. Chase Balisy,,,UFA,26,C,Left,,0,0,0,0,0,,-,-,-,-,-,,"$635,000","$635,000"
1098. Ken Appleby,,,RFA,22,G,Left,,0,-,-,-,-,-,0,0,0,0.00,.000,,"$610,000","$635,000"
1099. Jeremy Grégoire,,,RFA,22,C,Right,,0,0,0,0,0,,-,-,-,-,-,,"$625,000","$633,333"
1100. Scott Harrington,,,RFA,25,D,Left,,22,1,2,3,3,13:00,-,-,-,-,-,,"$632,500","$632,500"
1101. Andrew O'Brien,,,UFA,25,D,Left,,0,0,0,0,0,,-,-,-,-,-,,"$632,500","$632,500"
1102. Viktor Arvidsson,,,UFA,24,"LW, RW",Right,,80,31,30,61,16,17:09,-,-,-,-,-,,"$640,000","$631,667"
1103. Félix Girard,,,RFA,23,C,Right,,0,0,0,0,0,,-,-,-,-,-,,"$640,000","$631,667"
1104. Tristan Jarry,,,RFA,22,G,Left,,1,-,-,-,-,-,0,1,0,3.05,.880,,"$575,000","$630,833"
1105. Cole Cassels,,,RFA,22,C,Right,,0,0,0,0,0,,-,-,-,-,-,,"$575,000","$630,833"
1106. Keegan Kanzig,,,RFA,23,D,Left,,0,0,0,0,0,,-,-,-,-,-,,"$575,000","$630,833"
1107. Kyle Burroughs,,,RFA,22,D,Right,,0,0,0,0,0,,-,-,-,-,-,,"$605,000","$630,000"
1108. Jonathan-Ismael Diaby,,,RFA,23,D,Left,,0,0,0,0,0,,-,-,-,-,-,,"$575,000","$629,166"
1109. Matt Murray,,,RFA,23,G,Left,,49,-,-,-,-,-,32,10,4,2.41,.923,,"$575,000","$628,333"
1110. Luke Glendening,,,UFA,28,"C, RW, LW",Right,,74,3,11,14,-10,12:54,-,-,-,-,-,,"$675,000","$628,333"
1111. Andreas Athanasiou,,,RFA,23,C,Left,,64,18,11,29,-7,13:27,-,-,-,-,-,,"$575,000","$628,333"
1112. Barclay Goodrow,,,RFA,25,"RW, C",Left,,3,0,1,1,0,11:18,-,-,-,-,-,,"$635,000","$626,667"
1113. Ben Thomson,,,UFA,25,LW,Left,,3,0,0,0,-4,10:53,-,-,-,-,-,,"$635,000","$626,667"
1114. Dakota Mermis,,,RFA,24,D,Left,,0,0,0,0,0,,-,-,-,-,-,,"$595,000","$626,667"
1115. T.J. Brennan,,,UFA,29,D,Left,,0,0,0,0,0,,-,-,-,-,-,,"$600,000","$625,000"
1116. Tom Kühnhackl,,,RFA,26,RW,Left,,57,4,12,16,8,10:39,-,-,-,-,-,,"$590,000","$625,000"
1117. Scott Wilson,,,RFA,25,LW,Left,,78,8,18,26,0,10:56,-,-,-,-,-,,"$590,000","$625,000"
1118. Julian Melchiori,,,UFA,26,D,Left,,18,0,2,2,0,18:22,-,-,-,-,-,,"$600,000","$625,000"
1119. Justin Dowling,,,UFA,27,C,Left,,9,0,2,2,0,10:28,-,-,-,-,-,,"$625,000","$625,000"
1120. Kenny Agostino,,,UFA,25,LW,Left,,7,1,2,3,0,12:46,-,-,-,-,-,,"$625,000","$625,000"
1121. Tyler Wotherspoon,,,UFA,25,D,Left,,4,0,0,0,-2,10:54,-,-,-,-,-,,"$625,000","$625,000"
1122. Corey Tropp,,,UFA,28,"RW, LW",Right,,1,0,0,0,-1,09:28,-,-,-,-,-,,"$600,000","$625,000"
1123. Nate Prosser,,,UFA,31,D,Right,,39,2,5,7,0,12:43,-,-,-,-,-,,"$650,000","$625,000"
1124. Micheal Haley,,,UFA,32,C,Left,,58,2,10,12,6,09:10,-,-,-,-,-,,"$625,000","$625,000"
1125. Aaron Dell,,,UFA,28,G,Left,,20,-,-,-,-,-,11,6,1,2.00,.931,,"$575,000","$625,000"
1126. Charles Hudon,,,RFA,23,LW,Left,,3,0,2,2,1,11:55,-,-,-,-,-,,"$575,000","$625,000"
1127. Colton Sissons,,,RFA,24,C,Right,,58,8,2,10,11,11:07,-,-,-,-,-,,"$575,000","$625,000"
1128. Scott Mayfield,,,UFA,25,D,Right,,25,2,7,9,-1,14:08,-,-,-,-,-,,"$575,000","$625,000"
1129. Mark Alt,,,UFA,26,D,Right,,0,0,0,0,0,,-,-,-,-,-,,"$625,000","$625,000"
1130. Kyle Baun,,,UFA,25,RW,Right,,0,0,0,0,0,,-,-,-,-,-,,"$600,000","$625,000"
1131. Seth Griffith,,,RFA,25,"RW, C",Right,,24,0,5,5,6,13:12,-,-,-,-,-,,"$625,000","$625,000"
1132. Ryan Sproul,,,UFA,25,D,Right,,27,1,6,7,-8,15:08,-,-,-,-,-,,"$600,000","$625,000"
1133. Tyler Graovac,,,UFA,24,C,Left,,52,7,2,9,7,09:50,-,-,-,-,-,,"$600,000","$625,000"
1134. Kevin Rooney,,,RFA,24,C,Left,,4,0,0,0,-3,10:11,-,-,-,-,-,,"$625,000","$625,000"
1135. Reid Petryk,,,RFA,25,"C, RW",Right,,0,0,0,0,0,,-,-,-,-,-,,"$595,000","$622,500"
1136. Liam O'Brien,,,RFA,23,C,Left,,1,0,0,0,0,06:08,-,-,-,-,-,,"$630,000","$621,667"
1137. Jake Dotchin,,,RFA,24,D,Right,,35,0,11,11,10,18:25,-,-,-,-,-,,"$615,000","$616,667"
1138. Justin Auger,,,RFA,23,RW,Right,,0,0,0,0,0,,-,-,-,-,-,,"$625,000","$616,667"
1139. Sergey Tolchinsky,,,RFA,23,LW,Left,,2,0,1,1,0,11:28,-,-,-,-,-,,"$575,000","$616,667"
1140. Zachary Leslie,,,RFA,24,D,Left,,0,0,0,0,0,,-,-,-,-,-,,"$625,000","$616,667"
1141. Zack Mitchell,,,UFA,25,RW,Right,,11,0,0,0,-1,08:25,-,-,-,-,-,,"$640,000","$615,000"
1142. Freddie Hamilton,,,RFA,26,"C, RW",Right,,26,2,0,2,-3,09:46,-,-,-,-,-,,"$575,000","$612,500"
1143. Zach Sill,,,UFA,29,C,Left,,0,0,0,0,0,,-,-,-,-,-,,"$575,000","$612,500"
1144. Trevor Smith,,,UFA,33,C,Left,,1,0,0,0,0,07:20,-,-,-,-,-,,"$575,000","$612,500"
1145. Will O'Neill,,,UFA,29,D,Left,,0,0,0,0,0,,-,-,-,-,-,,"$575,000","$612,500"
1146. Jack Campbell,,,UFA,26,G,Left,,1,-,-,-,-,-,0,0,0,0.00,1.000,,"$575,000","$612,500"
1147. John Ramage,,,UFA,27,D,Right,,0,0,0,0,0,,-,-,-,-,-,,"$575,000","$612,500"
1148. Petter Granberg,,,UFA,25,D,Right,,10,0,0,0,0,09:37,-,-,-,-,-,,"$575,000","$612,500"
1149. Josh Leivo,,,RFA,24,LW,Right,,13,2,8,10,2,12:34,-,-,-,-,-,,"$575,000","$612,500"
1150. Cody Bass,,,UFA,31,C,Right,,9,0,0,0,-1,06:46,-,-,-,-,-,,"$575,000","$612,500"
1151. Steven Kampfer,,,UFA,29,D,Right,,11,1,1,2,-2,16:48,-,-,-,-,-,,"$625,000","$612,500"
1152. Zach Redmond,,,UFA,29,D,Right,,16,0,5,5,6,12:18,-,-,-,-,-,,"$575,000","$612,500"
1153. Matt Bartkowski,,,UFA,29,D,Left,,24,1,1,2,-4,15:23,-,-,-,-,-,,"$575,000","$612,500"
1154. Stefan Matteau,,,RFA,24,LW,Left,,0,0,0,0,0,,-,-,-,-,-,,"$650,000","$612,500"
1155. Jordan Martinook,,,UFA,25,LW,Left,,77,11,14,25,-8,15:40,-,-,-,-,-,,"$625,000","$612,500"
1156. Anthony Bitetto,,,UFA,27,D,Left,,29,0,7,7,-1,11:48,-,-,-,-,-,,"$575,000","$612,500"
1157. Miikka Salomäki,,,RFA,25,RW,Left,,5,0,0,0,-1,12:12,-,-,-,-,-,,"$575,000","$612,500"
1158. Alan Quine,,,RFA,25,C,Left,,61,5,13,18,-2,12:31,-,-,-,-,-,,"$575,000","$612,500"
1159. Aaron Ness,,,UFA,27,D,Left,,2,0,0,0,-1,12:50,-,-,-,-,-,,"$575,000","$612,500"
1160. Tom McCollum,,,UFA,28,G,Left,,0,-,-,-,-,-,0,0,0,0.00,.000,,"$575,000","$612,500"
1161. Tomas Nosek,,,RFA,25,"LW, RW",Left,,11,1,0,1,-1,10:07,-,-,-,-,-,,"$575,000","$612,500"
1162. Jared Coreau,,,UFA,26,G,Left,,14,-,-,-,-,-,5,4,2,3.46,.887,,"$575,000","$612,500"
1163. Carter Rowney,,,UFA,28,"C, RW",Right,,27,3,4,7,2,10:58,-,-,-,-,-,,"$575,000","$612,500"
1164. Jason Kasdorf,,,RFA,25,G,Left,,0,-,-,-,-,-,0,0,0,0.00,.000,,"$575,000","$612,500"
1165. Trent Vogelhuber,,,UFA,29,"RW, LW",Right,,0,0,0,0,0,,-,-,-,-,-,,"$575,000","$612,500"
1166. Jeff Glass,,,UFA,32,G,Left,,0,-,-,-,-,-,0,0,0,0.00,.000,,"$575,000","$612,500"
1167. Chris DiDomenico,,,UFA,29,"C, RW",Right,,3,0,0,0,0,11:01,-,-,-,-,-,,"$575,000","$612,500"
1168. Damon Severson,,,UFA,23,D,Right,,80,3,28,31,-31,20:21,-,-,-,-,-,,"$600,000","$605,833"
1169. Jesse Graham,,,RFA,23,D,Right,,0,0,0,0,0,,-,-,-,-,-,,"$630,000","$605,000"
1170. Michael Sgarbossa,,,UFA,25,C,Left,,38,2,7,9,-5,09:28,-,-,-,-,-,,"$600,000","$600,000"
1171. Brenden Kichton,,,UFA,25,D,Right,,0,0,0,0,0,,-,-,-,-,-,,"$600,000","$600,000"
1172. Jayson Megna,,,UFA,28,RW,Right,,58,4,4,8,-4,12:26,-,-,-,-,-,,"$600,000","$600,000"
1173. Peter Budaj,,,UFA,35,G,Left,,60,-,-,-,-,-,30,21,7,2.18,.915,,"$600,000","$600,000"
1174. Brad Hunt,,,UFA,29,D,Left,,12,1,5,6,-1,17:13,-,-,-,-,-,,"$600,000","$600,000"
1175. Alex Grant,,,UFA,29,D,Right,,0,0,0,0,0,,-,-,-,-,-,,"$600,000","$600,000"
1176. Cole Schneider,,,UFA,27,"LW, RW",Left,,4,0,1,1,2,07:08,-,-,-,-,-,,"$600,000","$600,000"
1177. Josh Jooris,,,UFA,27,C,Right,,54,4,8,12,-2,13:13,-,-,-,-,-,,"$600,000","$600,000"
1178. Chris Mueller,,,UFA,32,C,Right,,0,0,0,0,0,,-,-,-,-,-,,"$600,000","$600,000"
1179. Chris Summers,,,UFA,30,D,Left,,0,0,0,0,0,,-,-,-,-,-,,"$600,000","$600,000"
1180. Stefan Noesen,,,RFA,25,RW,Right,,44,8,2,10,6,06:33,-,-,-,-,-,,"$600,000","$600,000"
1181. Nick Shore,,,RFA,25,C,Right,,70,6,11,17,-2,12:47,-,-,-,-,-,,"$600,000","$600,000"
1182. Andrew Crescenzi,,,UFA,25,C,Left,,0,0,0,0,0,,-,-,-,-,-,,"$600,000","$600,000"
1183. Michal Rozsíval,,,UFA,39,D,Right,,22,1,2,3,-3,15:29,-,-,-,-,-,,"$600,000","$600,000"
1184. Lukas Sedlak,,,RFA,25,C,Left,,62,7,6,13,10,09:43,-,-,-,-,-,,"$600,000","$600,000"
1185. Michael Chaput,,,RFA,25,C,Left,,68,4,4,8,-12,11:01,-,-,-,-,-,,"$600,000","$600,000"
1186. T.J. Tynan,,,UFA,26,C,Right,,3,0,0,0,-1,07:29,-,-,-,-,-,,"$600,000","$600,000"
1187. Alex Broadhurst,,,UFA,25,C,Left,,0,0,0,0,0,,-,-,-,-,-,,"$600,000","$600,000"
1188. Mark McNeill,,,UFA,25,"C, RW",Right,,1,0,0,0,-1,13:49,-,-,-,-,-,,"$600,000","$600,000"
1189. Adam Cracknell,,,UFA,32,RW,Right,,69,10,6,16,9,10:27,-,-,-,-,-,,"$600,000","$600,000"
1190. Chris Butler,,,UFA,31,D,Left,,1,0,0,0,0,21:28,-,-,-,-,-,,"$600,000","$600,000"
1191. Brent Regner,,,UFA,28,D,Right,,0,0,0,0,0,,-,-,-,-,-,,"$600,000","$600,000"
1192. Patrick Cannone,,,UFA,31,C,Right,,3,0,0,0,0,07:53,-,-,-,-,-,,"$600,000","$600,000"
1193. Jordan Binnington,,,RFA,24,G,Left,,0,-,-,-,-,-,0,0,0,0.00,.000,,"$600,000","$600,000"
1194. Taylor Fedun,,,UFA,29,D,Right,,27,0,7,7,3,13:21,-,-,-,-,-,,"$600,000","$600,000"
1195. Nate Guenin,,,UFA,35,D,Right,,0,0,0,0,0,,-,-,-,-,-,,"$600,000","$600,000"
1196. Dustin Tokarski,,,UFA,28,G,Left,,1,-,-,-,-,-,0,0,0,0.00,1.000,,"$600,000","$600,000"
1197. Chris Terry,,,UFA,28,"LW, RW",Left,,14,2,2,4,-1,09:53,-,-,-,-,-,,"$600,000","$600,000"
1198. Zac Dalpe,,,UFA,28,C,Right,,9,1,2,3,0,08:33,-,-,-,-,-,,"$600,000","$600,000"
1199. Brian Strait,,,UFA,30,D,Left,,5,0,2,2,-1,15:55,-,-,-,-,-,,"$600,000","$600,000"
1200. Steve Bernier,,,UFA,33,RW,Right,,0,0,0,0,0,,-,-,-,-,-,,"$600,000","$600,000"
1201. Troy Grosenick,,,UFA,28,G,Left,,0,-,-,-,-,-,0,0,0,0.00,.000,,"$600,000","$600,000"
1202. Ryan Carpenter,,,UFA,27,C,Right,,11,2,2,4,5,10:23,-,-,-,-,-,,"$600,000","$600,000"
1203. Philip Samuelsson,,,UFA,26,D,Left,,0,0,0,0,0,,-,-,-,-,-,,"$600,000","$600,000"
1204. Tim Schaller,,,UFA,27,"C, LW",Left,,59,7,7,14,-6,12:16,-,-,-,-,-,,"$600,000","$600,000"
1205. Mike Sislo,,,UFA,30,RW,Right,,0,0,0,0,0,,-,-,-,-,-,,"$600,000","$600,000"
1206. Reece Scarlett,,,UFA,25,D,Right,,0,0,0,0,0,,-,-,-,-,-,,"$600,000","$600,000"
1207. Frank Corrado,,,RFA,25,D,Right,,4,0,0,0,-1,07:32,-,-,-,-,-,,"$600,000","$600,000"
1208. Alexandre Grenier,,,UFA,26,RW,Right,,3,0,0,0,-1,06:29,-,-,-,-,-,,"$600,000","$600,000"
1209. Mat Bodie,,,UFA,28,D,Left,,0,0,0,0,0,,-,-,-,-,-,,"$600,000","$600,000"
1210. Tyler Randell,,,UFA,26,RW,Right,,0,0,0,0,0,,-,-,-,-,-,,"$600,000","$600,000"
1211. Tommy Cross,,,UFA,28,D,Left,,0,0,0,0,0,00:00,-,-,-,-,-,,"$600,000","$600,000"
1212. Marek Hrivík,,,UFA,26,"C, LW",Left,,16,0,2,2,-3,10:25,-,-,-,-,-,,"$600,000","$600,000"
1213. Mitch Callahan,,,UFA,26,RW,Right,,4,0,0,0,0,06:48,-,-,-,-,-,,"$600,000","$600,000"
1214. Maxime Lagacé,,,UFA,25,G,Left,,0,-,-,-,-,-,0,0,0,0.00,.000,,"$600,000","$600,000"
1215. Andrew Agozzino,,,UFA,27,LW,Left,,0,0,0,0,0,,-,-,-,-,-,,"$600,000","$600,000"
1216. Adam Clendening,,,RFA,25,D,Right,,31,2,9,11,3,15:48,-,-,-,-,-,,"$600,000","$600,000"
1217. Ryan Stanton,,,UFA,28,D,Left,,0,0,0,0,0,,-,-,-,-,-,,"$600,000","$600,000"
1218. Ben Street,,,UFA,31,C,Left,,6,0,1,1,1,08:15,-,-,-,-,-,,"$600,000","$600,000"
1219. Michael Latta,,,UFA,26,C,Right,,0,0,0,0,0,,-,-,-,-,-,,"$600,000","$600,000"
1220. Derek Ryan,,,UFA,31,C,Right,,67,11,18,29,-8,14:53,-,-,-,-,-,,"$600,000","$600,000"
1221. Jim O'Brien,,,UFA,29,C,Right,,0,0,0,0,0,,-,-,-,-,-,,"$600,000","$600,000"
1222. Joel Hanley,,,UFA,26,D,Left,,7,0,0,0,-3,10:09,-,-,-,-,-,,"$600,000","$600,000"
1223. Dustin Stevenson,,,UFA,28,D,Left,,0,0,0,0,0,,-,-,-,-,-,,"$600,000","$600,000"
1224. Frédérick Gaudreau,,,UFA,24,C,Right,,9,0,1,1,1,08:39,-,-,-,-,-,,"$595,000","$595,000"
1225. Jean-Sébastien Dea,,,RFA,24,C,Right,,1,0,0,0,0,11:18,-,-,-,-,-,,"$575,000","$593,333"
1226. Andy Andreoff,,,UFA,26,"LW, C",Left,,36,0,2,2,-2,10:35,-,-,-,-,-,,"$600,000","$587,500"
1227. Scott Darling,,,UFA,29,G,Left,,32,-,-,-,-,-,18,5,2,2.38,.924,,"$600,000","$587,500"
1228. Scott Wedgewood,,,UFA,25,G,Left,,0,-,-,-,-,-,0,0,0,0.00,.000,,"$600,000","$587,500"
1229. Seth Helgeson,,,UFA,27,D,Left,,9,1,0,1,2,13:28,-,-,-,-,-,,"$600,000","$587,500"
1230. Nick Jensen,,,UFA,27,D,Right,,49,4,9,13,-7,17:45,-,-,-,-,-,,"$600,000","$587,500"
1231. Samuel Henley,,,UFA,24,C,Left,,1,1,0,1,1,05:18,-,-,-,-,-,,"$590,000","$586,666"
1232. Jordan Oesterle,,,UFA,25,D,Left,,2,0,0,0,-1,17:17,-,-,-,-,-,,"$585,000","$585,000"
1233. Evan McEneny,,,RFA,23,D,Left,,1,0,0,0,-1,15:08,-,-,-,-,-,,"$575,000","$585,000"
1234. Jake Chelios,,,UFA,27,D,Left,,0,0,0,0,0,,-,-,-,-,-,,"$585,000","$585,000"
1235. Kurtis MacDermid,,,RFA,24,D,Left,,0,0,0,0,0,,-,-,-,-,-,,"$575,000","$578,333"
1236. Cory Conacher,,,UFA,28,LW,Left,,11,1,3,4,0,11:33,-,-,-,-,-,,"$575,000","$575,000"
1237. Paul Carey,,,UFA,29,C,Left,,6,0,0,0,-2,10:28,-,-,-,-,-,,"$575,000","$575,000"
1238. Adam Pardy,,,UFA,34,D,Left,,4,0,0,0,-1,10:59,-,-,-,-,-,,"$575,000","$575,000"
1239. Richard Bachman,,,UFA,30,G,Left,,5,-,-,-,-,-,2,3,0,2.64,.920,,"$575,000","$575,000"
1240. Cameron Gaunce,,,UFA,28,D,Left,,12,1,3,4,1,12:31,-,-,-,-,-,,"$575,000","$575,000"
1241. Yanni Gourde,,,UFA,26,"C, LW",Left,,20,6,2,8,-1,15:22,-,-,-,-,-,,"$575,000","$575,000"
1242. Luke Witkowski,,,UFA,27,"RW, D",Right,,34,0,4,4,-1,09:52,-,-,-,-,-,,"$575,000","$575,000"
1243. Kristers Gudlevskis,,,UFA,25,G,Left,,1,-,-,-,-,-,0,0,0,0.00,1.000,,"$575,000","$575,000"
1244. Turner Elson,,,UFA,25,LW,Left,,0,0,0,0,0,,-,-,-,-,-,,"$575,000","$575,000"
1245. Stuart Percy,,,UFA,24,D,Left,,0,0,0,0,0,,-,-,-,-,-,,"$575,000","$575,000"
1246. Sam Carrick,,,UFA,26,C,Right,,0,0,0,0,0,,-,-,-,-,-,,"$575,000","$575,000"
1247. Ryan Faragher,,,UFA,27,G,Left,,0,-,-,-,-,-,0,0,0,0.00,.000,,"$575,000","$575,000"
1248. Vincent LoVerde,,,UFA,28,D,Right,,0,0,0,0,0,,-,-,-,-,-,,"$575,000","$575,000"
1249. Steve Oleksy,,,UFA,32,D,Right,,11,0,1,1,2,13:41,-,-,-,-,-,,"$575,000","$575,000"
1250. Cameron Schilling,,,UFA,29,D,Left,,0,0,0,0,0,,-,-,-,-,-,,"$575,000","$575,000"
1251. Pierre-Cédric Labrie,,,UFA,31,LW,Left,,0,0,0,0,0,,-,-,-,-,-,,"$575,000","$575,000"
1252. Brandon Mashinter,,,UFA,29,LW,Left,,0,0,0,0,0,,-,-,-,-,-,,"$575,000","$575,000"
1253. Dennis Rasmussen,,,UFA,27,C,Left,,68,4,4,8,-4,11:49,-,-,-,-,-,,"$575,000","$575,000"
1254. Garrett Wilson,,,UFA,27,LW,Left,,0,0,0,0,0,,-,-,-,-,-,,"$575,000","$575,000"
1255. Tom Sestito,,,UFA,30,LW,Left,,13,0,2,2,0,05:31,-,-,-,-,-,,"$575,000","$575,000"
1256. Andrew Campbell,,,UFA,30,D,Left,,0,0,0,0,0,,-,-,-,-,-,,"$575,000","$575,000"
1257. Yannick Weber,,,UFA,29,D,Right,,73,1,7,8,1,11:55,-,-,-,-,-,,"$575,000","$575,000"
1258. Matt Irwin,,,UFA,30,D,Left,,74,3,11,14,15,16:16,-,-,-,-,-,,"$575,000","$575,000"
1259. Brad Malone,,,UFA,28,"C, LW",Left,,0,0,0,0,0,,-,-,-,-,-,,"$575,000","$575,000"
1260. Stephen Gionta,,,UFA,34,"C, RW",Right,,26,1,5,6,9,11:12,-,-,-,-,-,,"$575,000","$575,000"
1261. Mark Fraser,,,UFA,31,D,Left,,0,0,0,0,0,,-,-,-,-,-,,"$575,000","$575,000"
1262. Mike McKenna,,,UFA,34,G,Right,,0,-,-,-,-,-,0,0,0,0.00,.000,,"$575,000","$575,000"
1263. Chad Ruhwedel,,,UFA,27,D,Right,,34,2,8,10,9,17:20,-,-,-,-,-,,"$575,000","$575,000"
1264. Daniel Catenacci,,,UFA,25,C,Left,,0,0,0,0,0,,-,-,-,-,-,,"$575,000","$575,000"
1265. Dan Kelly,,,UFA,28,D,Left,,0,0,0,0,0,,-,-,-,-,-,,"$575,000","$575,000"
1266. Michaël Bournival,,,RFA,25,LW,Left,,19,2,1,3,-3,10:08,-,-,-,-,-,,"$575,000","$575,000"
1267. Gabriel Dumont,,,UFA,27,C,Right,,39,2,2,4,1,09:40,-,-,-,-,-,,"$575,000","$575,000"
1268. Mike Condon,,,UFA,27,G,Left,,41,-,-,-,-,-,19,14,5,2.48,.914,,"$575,000","$575,000"
1269. Austin Watson,,,UFA,26,LW,Right,,77,5,12,17,14,12:25,-,-,-,-,-,,"$575,000","$575,000"
1270. Marek Mazanec,,,RFA,26,G,Right,,4,-,-,-,-,-,0,2,0,4.72,.839,,"$575,000","$575,000"
1271. Joe Cannata,,,UFA,28,G,Left,,0,-,-,-,-,-,0,0,0,0.00,.000,,"$575,000","$575,000"
1272. Harry Zolnierczyk,,,UFA,30,LW,Left,,24,2,2,4,-2,08:52,-,-,-,-,-,,"$575,000","$575,000"
1273. Garret Sparks,,,RFA,24,G,Left,,0,-,-,-,-,-,0,0,0,0.00,.000,,"$575,000","$575,000"
1274. David Warsofsky,,,UFA,27,D,Left,,7,0,1,1,-3,15:44,-,-,-,-,-,,"$575,000","$575,000"
1275. Kevin Porter,,,UFA,32,C,Left,,2,0,0,0,-1,11:15,-,-,-,-,-,,"$575,000","$575,000"
1276. Edward Pasquale,,,UFA,27,G,Left,,0,-,-,-,-,-,0,0,0,0.00,.000,,"$575,000","$575,000"
1277. Greg Carey,,,UFA,27,C,Left,,0,0,0,0,0,,-,-,-,-,-,,"$575,000","$575,000"
1278. Tye McGinn,,,UFA,27,LW,Left,,0,0,0,0,0,,-,-,-,-,-,,"$575,000","$575,000"
1279. Marc-Andre Bergeron,,,UFA,37,D,Left,,0,0,0,0,0,,-,-,-,-,-,,"$575,000","$575,000"
1280. Paul Thompson,,,UFA,29,RW,Right,,21,0,3,3,-4,07:54,-,-,-,-,-,,"$575,000","$575,000"
1281. Matt Taormina,,,UFA,31,D,Left,,0,0,0,0,0,,-,-,-,-,-,,"$575,000","$575,000"
1282. Michael Liambas,,,UFA,29,LW,Left,,1,0,0,0,-1,04:42,-,-,-,-,-,,"$575,000","$575,000"
